,dep,title,author,published_date,degree,as.character.main_df.urls..i...
126,文学研究科,ブルトンの芸術論とルヴェルディのリリスム概念,"宇多, 瞳",2014-03-20,博士(芸術学),https://doors.doshisha.ac.jp/duar/repository/ir/17508/?opkey=R155258575204840&idx=40
127,文学研究科,知的障害児の母親におけるマルトリートメントに関する基礎研究,"李, 仙惠",2014-03-06,博士(社会福祉学),https://doors.doshisha.ac.jp/duar/repository/ir/17499/?opkey=R155258575204840&idx=41
128,文学研究科,乳幼児期における固体性の認識に関する探索行動の発達的検討,"大杉, 佳美",2013-09-19,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17486/?opkey=R155258575204840&idx=42
129,文学研究科,『新古今和歌集』の配列に対する修辞技巧の役割 : 歌枕・体言止め・本歌取りを中心に,"Giordano, Giuseppe",2013-09-19,博士(国文学),https://doors.doshisha.ac.jp/duar/repository/ir/17487/?opkey=R155258575204840&idx=43
130,文学研究科,9ヶ月児のビジュアルクリフ葛藤場面における対処行動,"上野, 美果",2013-03-31,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17481/?opkey=R155258575204840&idx=44
131,文学研究科,G.W.F.ヘーゲルにおける「承認」と「自由」,"濱, 良祐",2013-03-20,博士(哲学),https://doors.doshisha.ac.jp/duar/repository/ir/17427/?opkey=R155258575204840&idx=45
132,文学研究科,トマス・アクィナスにおける聖書註解の研究,"保井, 亮人",2013-03-20,博士(哲学),https://doors.doshisha.ac.jp/duar/repository/ir/17435/?opkey=R155258575204840&idx=46
133,文学研究科,ミシェル・アンリの身体論,"服部, 敬弘",2013-03-20,博士(哲学),https://doors.doshisha.ac.jp/duar/repository/ir/17436/?opkey=R155258575204840&idx=47
134,文学研究科,食行動における潜在的態度及び行動傾向の役割について,"山中, 祥子",2013-03-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17437/?opkey=R155258575204840&idx=48
135,文学研究科,馬琴読本の生成と展開,"三宅, 宏幸",2013-03-20,博士(国文学),https://doors.doshisha.ac.jp/duar/repository/ir/17438/?opkey=R155258575204840&idx=49
136,文学研究科,ヴァルター・ベンヤミンの仮象概念についての美学的考察,"村上, 真樹",2013-03-20,博士(芸術学),https://doors.doshisha.ac.jp/duar/repository/ir/17439/?opkey=R155258575204840&idx=50
137,文学研究科,日本の報道写真をめぐる理論と実践 : 編集の視点から,"林田, 新",2013-03-07,博士(芸術学),https://doors.doshisha.ac.jp/duar/repository/ir/17430/?opkey=R155258575204840&idx=51
138,文学研究科,共和政末期ローマの政治文化におけるコンティオ,"米本, 雅一",2012-09-20,博士(文化史学),https://doors.doshisha.ac.jp/duar/repository/ir/17412/?opkey=R155258575204840&idx=52
139,文学研究科,感情喚起プロセスに関する神経基盤の検討,"森岡, 陽介",2012-09-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17413/?opkey=R155258575204840&idx=53
140,文学研究科,被災者の生活復興に関する社会学的研究 : 生活復興感とその規定因の探索,"黒宮, 亜希子",2012-09-20,博士(社会学),https://doors.doshisha.ac.jp/duar/repository/ir/17414/?opkey=R155258575204840&idx=54
141,文学研究科,死の運命とヘルダーリンの美的存在論,"宇野, 大輔",2012-03-31,博士(哲学),https://doors.doshisha.ac.jp/duar/repository/ir/17407/?opkey=R155258575204840&idx=55
142,文学研究科,絵本共有が母子相互作用に及ぼす効果の実証的検討 : 母子関係および子どもの社会性発達の視点から,"佐藤, 鮎美",2012-03-31,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17408/?opkey=R155258575204840&idx=56
143,文学研究科,『沙石集』の思想と説話の方法,"加美, 甲多",2012-03-31,博士(国文学),https://doors.doshisha.ac.jp/duar/repository/ir/17409/?opkey=R155258575204840&idx=57
144,文学研究科,日本児童文学の読者論的研究 : 明治二〇年代から昭和初期まで,"王, 瑜",2012-03-31,博士(国文学),https://doors.doshisha.ac.jp/duar/repository/ir/17410/?opkey=R155258575204840&idx=58
145,文学研究科,知的障害者の「親元からの自立」を可能にするための社会福祉実践 : 法制度と規範のメカニズムに着目して,"森口, 弘美",2012-03-20,博士(社会福祉学),https://doors.doshisha.ac.jp/duar/repository/ir/17374/?opkey=R155258575204840&idx=59
146,文学研究科,近世「長恨歌図」の研究 : 『長恨歌抄』の世俗化を手がかりに,"村木, 桂子",2012-03-20,博士(芸術学),https://doors.doshisha.ac.jp/duar/repository/ir/17375/?opkey=R155258575204840&idx=60
147,文学研究科,本居宣長の教育思想史的研究 : 方法としての和歌,"榎本, 恵理",2011-09-20,博士(教育学),https://doors.doshisha.ac.jp/duar/repository/ir/17372/?opkey=R155258575204840&idx=61
148,文学研究科,ヘーゲル論理学の「無限性」理論,"松岡, 健一郎",2011-09-15,博士(哲学),https://doors.doshisha.ac.jp/duar/repository/ir/17353/?opkey=R155258575204840&idx=62
149,文学研究科,フッサールの自我論,"中村, 拓也",2011-09-15,博士(哲学),https://doors.doshisha.ac.jp/duar/repository/ir/17354/?opkey=R155258575204840&idx=63
150,文学研究科,20世紀前半の英国における「精神薄弱者問題」 : 公的管理と社会階層,"大谷, 誠",2011-09-15,博士(文化史学),https://doors.doshisha.ac.jp/duar/repository/ir/17355/?opkey=R155258575204840&idx=64
151,文学研究科,交流分析におけるラケット感情の基礎的研究,"中西, 美和",2011-09-15,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17356/?opkey=R155258575204840&idx=65
152,文学研究科,日本語の音素の分布・配列に関する歴史的研究,"入江, さやか",2011-09-15,博士(国文学),https://doors.doshisha.ac.jp/duar/repository/ir/17357/?opkey=R155258575204840&idx=66
153,文学研究科,アーウィン・パノフスキーと同時代 : パノフスキーの「イコノロジー」からみた二十世紀初頭のドイツの人文科学と美術史学の状況,"関, 竜司",2011-09-15,博士(芸術学),https://doors.doshisha.ac.jp/duar/repository/ir/17358/?opkey=R155258575204840&idx=67
154,文学研究科,正月用引札の視覚文化論 : 吉祥図像と広告機能の関係,"熊倉, 一紗",2011-09-15,博士(芸術学),https://doors.doshisha.ac.jp/duar/repository/ir/17359/?opkey=R155258575204840&idx=68
155,文学研究科,女性のライフコース選択と生活領域の視点からみたアイデンティティとの関連,"渡邊, ひとみ",2011-03-31,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17350/?opkey=R155258575204840&idx=69
156,文学研究科,縄文・弥生時代におけるサヌカイト製石器群の技術論的研究,"上峯, 篤史",2011-03-20,博士(文化史学),https://doors.doshisha.ac.jp/duar/repository/ir/17315/?opkey=R155258575204840&idx=70
157,文学研究科,日本人におけるごはんcravingの存在とその規定因に関する研究,"小松, さくら",2011-03-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17316/?opkey=R155258575204840&idx=71
158,文学研究科,ヘーゲルにおける共同知の生成,"中川, 玲子",2010-09-16,博士(哲学),https://doors.doshisha.ac.jp/duar/repository/ir/17287/?opkey=R155258575204840&idx=72
159,文学研究科,戦前期上海における外国人居留民社会 : 共同租界行政をめぐるイギリスと日本の関係を中心に,"藤田, 拓之",2010-09-16,博士(文化史学),https://doors.doshisha.ac.jp/duar/repository/ir/17288/?opkey=R155258575204840&idx=73
160,文学研究科,日本古代親子意識の研究,"岩田, 真由子",2010-09-16,博士(文化史学),https://doors.doshisha.ac.jp/duar/repository/ir/17289/?opkey=R155258575204840&idx=74
161,文学研究科,認知的評価の感情制御機能に関する精神生理学的研究,"手塚, 洋介",2010-09-16,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17290/?opkey=R155258575204840&idx=75
162,文学研究科,脆弱性の可視化に関する社会学的研究 : 関係性概念を用いて,"越智, 祐子",2010-09-16,博士(社会学),https://doors.doshisha.ac.jp/duar/repository/ir/17291/?opkey=R155258575204840&idx=76
163,文学研究科,初期アウグスティヌス思想における宗教的探求の問題,"岡嵜, 隆哲",2010-03-31,博士(哲学),https://doors.doshisha.ac.jp/duar/repository/ir/17302/?opkey=R155258575204840&idx=77
164,文学研究科,他者存在および他者摂食量が女性の食行動に及ぼす影響についての実験的検討,"山﨑, 真理子",2010-03-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17256/?opkey=R155258575204840&idx=78
165,文学研究科,岸田劉生「麗子像」の受容論 : 都市新中間層にとっての「でろり」,"中間, 志織",2010-02-25,博士(芸術学),https://doors.doshisha.ac.jp/duar/repository/ir/17243/?opkey=R155258575204840&idx=79
166,文学研究科,声質における感情認知の研究,"池本, 真知子",2009-09-17,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17232/?opkey=R155258575204840&idx=80
167,文学研究科,古代後期文学の表現史 : 『源氏物語』の「この君」を通して,"松田, もと子",2009-09-17,博士(国文学),https://doors.doshisha.ac.jp/duar/repository/ir/17233/?opkey=R155258575204840&idx=81
168,文学研究科,社会移動の持続と変容 : 世代間移動・職歴移動からみた戦後日本の流動性,"吉田, 崇",2009-09-17,博士(社会学),https://doors.doshisha.ac.jp/duar/repository/ir/17234/?opkey=R155258575204840&idx=82
169,文学研究科,認知症家族介護者における家族会参加に伴う共感的人間関係のメカニズムに関する研究,"佐分, 厚子",2009-03-31,博士(社会福祉学),https://doors.doshisha.ac.jp/duar/repository/ir/17228/?opkey=R155258575204840&idx=83
170,文学研究科,樋口一葉 テクストと作家イメージの生成,"笹尾, 佳代",2009-03-31,博士(国文学),https://doors.doshisha.ac.jp/duar/repository/ir/17229/?opkey=R155258575204840&idx=84
171,文学研究科,上方浮世絵史再考 : 北斎様式の「選択」を手がかりに,"中野, 志保",2009-03-31,博士(芸術学),https://doors.doshisha.ac.jp/duar/repository/ir/17230/?opkey=R155258575204840&idx=85
172,文学研究科,スピノザにおける直観と表現 : 共同体と文化の考察のために,"森, 亮子",2009-03-31,博士(哲学),https://doors.doshisha.ac.jp/duar/repository/ir/17301/?opkey=R155258575204840&idx=86
173,文学研究科,交流分析理論に基づく自我状態のコントロールの検討,"齋藤, 瞳",2009-03-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17192/?opkey=R155258575204840&idx=87
174,文学研究科,正岡子規における「写生」概念の研究 : 明治俳諧の諸相の中での再検討,"青木, 亮人",2009-03-20,博士(国文学),https://doors.doshisha.ac.jp/duar/repository/ir/17194/?opkey=R155258575204840&idx=88
175,文学研究科,動画を用いた表情認識過程に関する研究 : 次元的およびカテゴリー的観点から,"藤村, 友美",2009-03-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17196/?opkey=R155258575204840&idx=89
176,文学研究科,自己愛人格傾向のパーソナリティ構造とそのストレス過程の検討,"小西, 瑞穂",2009-03-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17197/?opkey=R155258575204840&idx=90
177,文学研究科,人間の摂食行動の数量モデルとその応用可能性についての実験的検討,"高木, 悠哉",2009-03-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17198/?opkey=R155258575204840&idx=91
178,文学研究科,『平家物語』における琵琶関連記事の研究,"小林, 加代子",2009-02-19,博士(国文学),https://doors.doshisha.ac.jp/duar/repository/ir/17193/?opkey=R155258575204840&idx=92
179,文学研究科,メディアスポーツイベントとナショナルアイデンティティ : 2002年ワールドカップ「街頭応援」を事例に,"森津, 千尋",2008-09-18,博士(社会学),https://doors.doshisha.ac.jp/duar/repository/ir/17184/?opkey=R155258575204840&idx=93
180,文学研究科,地域政権の考古学的研究 : 古墳成立期の北陸を舞台として,"堀, 大介",2008-07-24,博士(文化史学),https://doors.doshisha.ac.jp/duar/repository/ir/17178/?opkey=R155258575204840&idx=94
181,文学研究科,現代日本語における外来語増加のS-curveモデル : 大正から平成までの社説の通時的調査を通して,"橋本, 和佳",2008-07-24,博士(国文学),https://doors.doshisha.ac.jp/duar/repository/ir/17179/?opkey=R155258575204840&idx=95
182,文学研究科,明末青花磁器の研究 : 「古染付」と呼ばれる磁器の特質,"葉, 文秀",2008-07-24,博士(芸術学),https://doors.doshisha.ac.jp/duar/repository/ir/17180/?opkey=R155258575204840&idx=96
183,文学研究科,明治前期における天皇像の形成に関する教育史的研究,"鈴木, 敦史",2008-03-31,博士(教育学),https://doors.doshisha.ac.jp/duar/repository/ir/17183/?opkey=R155258575204840&idx=97
184,文学研究科,"社会的感情としての""あがり""の精神生理学的機能に関する研究","敦賀, 麻理子",2008-03-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17139/?opkey=R155258575204840&idx=98
185,文学研究科,空間記憶システムの海馬関連神経ネットワーク,"岡田, 佳奈",2008-03-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17158/?opkey=R155258575204840&idx=99
186,文学研究科,衝動的行動が生じる要因の検討,"山口, 麻衣",2008-03-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17159/?opkey=R155258575204840&idx=100
187,文学研究科,「今」を生きる認知症高齢者の残存能力を生かすためのケア研究 : 介護老人福祉施設におけるケアを中心に,"小松, 光代",2007-09-30,博士(社会福祉学),https://doors.doshisha.ac.jp/duar/repository/ir/17152/?opkey=R155258575204840&idx=101
188,文学研究科,課題遂行時の自己調整過程におけるメタ認知的経験の役割の検討,"赤間, 健一",2007-09-29,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17131/?opkey=R155258575204840&idx=102
189,文学研究科,文久政局再考 - 朝廷を中心に -,"仙波, ひとみ",2007-09-20,博士(文化史学),https://doors.doshisha.ac.jp/duar/repository/ir/17128/?opkey=R155258575204840&idx=103
190,文学研究科,アレキシサイミアの感情処理における諸問題の検討 : 臨床心理学的観点による基礎的研究,"馬場, 天信",2007-09-20,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17129/?opkey=R155258575204840&idx=104
191,文学研究科,反近代から「普遍」としてのヴィジョンへ - ウィリアム・モリスの思想展開 -,"木村, 竜太",2007-07-19,博士(文化史学),https://doors.doshisha.ac.jp/duar/repository/ir/17125/?opkey=R155258575204840&idx=105
192,文学研究科,地域福祉における公私協働の課題と地域福祉計画 -社会福祉協議会と行政との対等なパートナーシップ構築を目指して -,"竹川, 俊夫",2007-03-31,博士(社会福祉学),https://doors.doshisha.ac.jp/duar/repository/ir/17126/?opkey=R155258575204840&idx=106
193,文学研究科,対人関係の発展過程における表情表出に関する検討,"山本, 恭子",2007-03-31,博士(心理学),https://doors.doshisha.ac.jp/duar/repository/ir/17127/?opkey=R155258575204840&idx=107
194,文学研究科,ドラクロワの絵画の近代性と音楽の関わり,"河合, 貞子",2008-3-20,博士(芸術学),https://doors.doshisha.ac.jp/duar/repository/ir/17141/?opkey=R155258575204840&idx=108
195,法学研究科,イギリス刑事手続における違法収集証拠,"笹山, 文德",2018-03-31,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/26352/?opkey=R155258583600561&idx=1
196,法学研究科,米国海兵隊の電撃戦の起源 : 機動戦構想の思想的背景と採用、制度化,"阿部, 亮子",2018-03-20,博士(政治学),https://doors.doshisha.ac.jp/duar/repository/ir/26125/?opkey=R155258583600561&idx=2
197,法学研究科,ジョン・スチュアート・ミルとデモクラシーへの問い : 古典古代、功利、自由,"村田, 陽",2018-03-20,博士(政治学),https://doors.doshisha.ac.jp/duar/repository/ir/26126/?opkey=R155258583600561&idx=3
198,法学研究科,倒産局面にある会社の取締役への法的規律,"岩淵, 重広",2018-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/26127/?opkey=R155258583600561&idx=4
199,法学研究科,労働者の経営関与をめぐる法的考察 : EU法上の被用者関与制度との比較法的研究,"岡村, 優希",2018-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/26128/?opkey=R155258583600561&idx=5
200,法学研究科,「一連の行為」と犯罪成立阻却事由,"吉川, 友規",2018-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/26129/?opkey=R155258583600561&idx=6
201,法学研究科,アメリカにおける国家賠償制度の構造と機能,"近藤, 卓也",2018-03-01,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/26116/?opkey=R155258583600561&idx=7
202,法学研究科,国際家族法における当事者自治,"小池, 未来",2017-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/24772/?opkey=R155258583600561&idx=8
203,法学研究科,会社の倒産局面における株主債権の取扱いについて,"増田, 友樹",2017-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/24773/?opkey=R155258583600561&idx=9
204,法学研究科,競争法と国際私法,"西岡, 和晃",2017-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/24774/?opkey=R155258583600561&idx=10
205,法学研究科,海洋安全保障と国際法 : 領海秩序維持のための沿岸国の措置,"佐藤, 教人",2016-03-31,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/23656/?opkey=R155258583600561&idx=11
206,法学研究科,日中のパブリック・ディプロマシー : 概念変容に伴う新たな競争,"張, 雪斌",2016-03-20,博士(政治学),https://doors.doshisha.ac.jp/duar/repository/ir/23021/?opkey=R155258583600561&idx=12
207,法学研究科,内部統制システムと取締役の責任,"丹羽, はる香",2016-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/23022/?opkey=R155258583600561&idx=13
208,法学研究科,新冷戦初期における日米安全保障関係の変容と継続 : 「狭義の安全保障」と「広義の安全保障」の交錯,"山口, 航",2016-03-03,博士(政治学),https://doors.doshisha.ac.jp/duar/repository/ir/23012/?opkey=R155258583600561&idx=14
209,法学研究科,アメリカ環境法における救済法理,"村越(米谷), 壽代",2015-09-17,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/22656/?opkey=R155258583600561&idx=15
210,法学研究科,日・米・欧の企業結合規制における問題解消措置の事後的検証の意義 : 企業結合審査の透明性・法的安定性・予見可能性向上のために,"田平, 恵",2015-09-17,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/22657/?opkey=R155258583600561&idx=16
211,法学研究科,ヘイト・スピーチ規制に関する憲法学的考察 : 表現の自由を巡る現代的課題,"桧垣, 伸次",2015-09-17,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/22658/?opkey=R155258583600561&idx=17
212,法学研究科,労働契約における兼職法制・競業避止義務・守秘義務に関する研究 : ドイツ法・日本法の比較法的考察,"河野, 尚子",2015-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17571/?opkey=R155258583600561&idx=18
213,法学研究科,米国における富の移転課税,"佐古, 麻理",2015-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17572/?opkey=R155258583600561&idx=19
214,法学研究科,米国連邦所得税における年度帰属の法規範論,"倉見, 智亮",2013-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17440/?opkey=R155258583600561&idx=20
215,法学研究科,犯罪収益の剥奪,"林, 詩書",2013-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17441/?opkey=R155258583600561&idx=21
216,法学研究科,捜査機関による情報収集活動の高度化とその法的規律の在り方,"池亀, 尚之",2013-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17442/?opkey=R155258583600561&idx=22
217,法学研究科,現代中国の海軍建設 : 軍事現代化をめぐる政治,"毛利, 亜樹",2012-09-20,博士(政治学),https://doors.doshisha.ac.jp/duar/repository/ir/17416/?opkey=R155258583600561&idx=23
218,法学研究科,石橋湛山の政治思想 : 思考方法から読み解く,"望月, 詩史",2012-03-20,博士(政治学),https://doors.doshisha.ac.jp/duar/repository/ir/17376/?opkey=R155258583600561&idx=24
219,法学研究科,取締役の会社に対する責任 : 中日両国の比較を中心に,"樊, 紀偉",2012-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17377/?opkey=R155258583600561&idx=25
220,法学研究科,労働契約終了後の競業避止義務に関する研究 : アメリカ法・ドイツ法・日本法の比較法的考察,"石田, 信平",2011-09-15,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17361/?opkey=R155258583600561&idx=26
221,法学研究科,共犯と身分 : 韓国刑法33条と日本刑法65条を手掛りに,"呉, 貞勇",2011-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17320/?opkey=R155258583600561&idx=27
222,法学研究科,フェミニズム法理論の一動向 : リベラリズムへの再接近,"小久見, 祥恵",2010-09-16,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17293/?opkey=R155258583600561&idx=28
223,法学研究科,共同性の探求 : 長谷川如是閑の政治思想,"織田, 健志",2009-03-31,博士(政治学),https://doors.doshisha.ac.jp/duar/repository/ir/17231/?opkey=R155258583600561&idx=29
224,法学研究科,中国における有限会社の株式譲渡制限の方法 : 日本法との比較,"黄, 暁林",2009-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17202/?opkey=R155258583600561&idx=30
225,法学研究科,中止犯の研究,"王, 昭武",2009-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17203/?opkey=R155258583600561&idx=31
226,法学研究科,最近の投資協定における「収用」の実態 : 協定仲裁の分析にみる新動向について,"坂田, 雅夫",2008-09-18,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17185/?opkey=R155258583600561&idx=32
227,法学研究科,第一次世界大戦後の日本外交の「転換」 : 日本外務省の「新外交」呼応論と中国をめぐる列強間関係の変容,"中谷, 直司",2008-03-20,博士(政治学),https://doors.doshisha.ac.jp/duar/repository/ir/17151/?opkey=R155258583600561&idx=33
228,法学研究科,原因において自由な行為 : 韓国と日本の議論を中心に,"洪, 太錫",2008-03-20,博士(法学),https://doors.doshisha.ac.jp/duar/repository/ir/17153/?opkey=R155258583600561&idx=34
229,法学研究科,『日本近代軍制の形成 : 大村益次郎の建軍構想と徴兵制度の確立』,"竹本, 知行",2008-03-06,博士(政治学),https://doors.doshisha.ac.jp/duar/repository/ir/17150/?opkey=R155258583600561&idx=35
230,法学研究科,準市場の条件整備 - 社会福祉法人制度を中心とした政府民間関係分析 -,"狭間, 直樹",2007-09-20,博士(政治学),https://doors.doshisha.ac.jp/duar/repository/ir/17130/?opkey=R155258583600561&idx=36
231,理工学研究科,遮断TEおよびTMモードを用いた右手/左手系複合導波管の伝送・放射特性,"西村, 茂幸",2018-09-20,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26365/?opkey=R155258584404840&idx=1
232,理工学研究科,"Basic characteristics of rankine cycle with functional elements, using supercritical carbon dioxide","Pumaneratkul, Chayadit",2018-09-20,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26366/?opkey=R155258584404840&idx=2
233,理工学研究科,Solvent extraction and liquid membrane containing ionic liquids and deep eutectic solvents for metal separation,"Ola, Pius Dore",2018-09-20,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26367/?opkey=R155258584404840&idx=3
234,理工学研究科,Multi-rate coding schemes for gaussian multiple access channel,"何, 美霖",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26150/?opkey=R155258584404840&idx=4
235,理工学研究科,Identifying distracted and inattentive driving of vehicles by detecting driver-induced steering oscillations,"Sharma, Dipak Gaire",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26151/?opkey=R155258584404840&idx=5
236,理工学研究科,Deep learning algorithms for high-performance automatic speech recognition,"落合, 翼",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26152/?opkey=R155258584404840&idx=6
237,理工学研究科,On the feasibility of patient-motivated remedy via indirect-biofeedback,"高原, まどか",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26153/?opkey=R155258584404840&idx=7
238,理工学研究科,Spectroscopy study of hydrogen particle reflection at helium-induced fuzzy tungsten surface,"土居, 謙太",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26154/?opkey=R155258584404840&idx=8
239,理工学研究科,Frequency selective surfaceを利用した電磁波吸収体の設計と応用に関する研究,"吉田, 隆彦",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26156/?opkey=R155258584404840&idx=9
240,理工学研究科,マシニングセンタを用いた磁気研磨加工による魔鏡面の創製に関する研究,"馬, 雷",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26157/?opkey=R155258584404840&idx=10
241,理工学研究科,ヒトの運動特性を考慮したゴルフクラブの設計に関する研究,"松本, 賢太",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26158/?opkey=R155258584404840&idx=11
242,理工学研究科,二軸押出機を用いたナノコンポジットの分散混合に関する研究,"松本, 紘宜",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26159/?opkey=R155258584404840&idx=12
243,理工学研究科,熱可塑性エポキシ樹脂を母材とするCFRTPの静的および疲労特性の改善と実用に関する研究,"西田, 裕紀",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26160/?opkey=R155258584404840&idx=13
244,理工学研究科,直接噴射式ガソリンエンジンの粒子状物質低減に関する研究,"植木, 毅",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26161/?opkey=R155258584404840&idx=14
245,理工学研究科,液相界面を析出場とする複合粒子作製プロセスに関する研究,"出耒, 祐人",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26162/?opkey=R155258584404840&idx=15
246,理工学研究科,水中で機能する高機能性金属錯体触媒の開発,"岩本, 勇次",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26163/?opkey=R155258584404840&idx=16
247,理工学研究科,有機半導体材料の開発 : 共役系骨格に対する置換基導入の集積性への影響とデバイス応用に向けた物性評価,"髙木, 阿久斗",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26164/?opkey=R155258584404840&idx=17
248,理工学研究科,O-O結合開裂と基質酸化に最適化された高機能性二核金属錯体の開発に関する研究,"辻, 朋和",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26165/?opkey=R155258584404840&idx=18
249,理工学研究科,光ビート法による高周波発生における光パルス圧縮を用いた出力増大に関する研究,"山口, 剛史",2018-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26155/?opkey=R155258584404840&idx=19
250,理工学研究科,Development of an electron cyclotron resonance plasma source with an internal antenna for carbon film deposition,"Romero, Camille Faith Pascua",2018-03-01,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26117/?opkey=R155258584404840&idx=20
251,理工学研究科,熱可塑性CFRPのハイブリッド射出成形技術に関する研究,"冨岡, 正雄",2018-03-01,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26118/?opkey=R155258584404840&idx=21
252,理工学研究科,微粒子スラリーのろ過設計に関する研究,"𠮷田, 友一",2018-03-01,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/26119/?opkey=R155258584404840&idx=22
253,理工学研究科,Ion charge state distribution in a laser produced bounded plasma,"Saquilayan, Glynnis mae Q.",2017-09-20,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/25764/?opkey=R155258584404840&idx=23
254,理工学研究科,工作機械用ダイレクトドライブモータの開発とその応用に関する研究,"池上, 貴一",2017-09-20,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/25765/?opkey=R155258584404840&idx=24
255,理工学研究科,Evolving user-specific emotion recognition model via incremental genetic programming,"Yusuf, Rahadian",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24795/?opkey=R155258584404840&idx=25
256,理工学研究科,Phoneme set design for second language speech recognition,"Wang, Xiaoyun",2017-03-22,博士(工学),https://doors.doshisha.ac.jp/duar/repository/ir/24796/?opkey=R155258584404840&idx=26
